Date,Bonds Yield Close,Month end,30 years yahoo,Bond price,DJA,Effective FED rate
9/11/1922 0:00,4.3228,0,0,81.66003516,102.05,
9/12/1922 0:00,4.3232,0,0,81.65247964,101.88,
9/13/1922 0:00,4.3236,0,0,81.64492553,101.1,
9/14/1922 0:00,4.324,0,0,81.6373728,100.79,
9/15/1922 0:00,4.3244,0,0,81.62982148,100.99,
9/16/1922 0:00,4.3248,0,0,81.62227155,100.43,
9/18/1922 0:00,4.3252,0,0,81.61472302,98.88,
9/19/1922 0:00,4.3256,0,0,81.60717588,99.93,
9/20/1922 0:00,4.326,0,0,81.59963014,100.14,
9/21/1922 0:00,4.3264,0,0,81.5920858,98.37,
9/22/1922 0:00,4.3268,0,0,81.58454285,98.55,
9/23/1922 0:00,4.3272,0,0,81.57700129,99.1,
9/25/1922 0:00,4.3276,0,0,81.56946113,98.9,
9/26/1922 0:00,4.328,0,0,81.56192237,98.45,
9/27/1922 0:00,4.3284,0,0,81.55438499,96.81,
9/28/1922 0:00,4.3288,0,0,81.54684901,96.58,
9/29/1922 0:00,4.3292,0,0,81.53931442,97.12,
9/30/1922 0:00,4.3296,0,0,81.53178123,96.3,
10/2/1922 0:00,4.33,1,0,81.52424942,97.67,
10/3/1922 0:00,4.33,0,0,81.52424942,98.9,
10/4/1922 0:00,4.33,0,0,81.52424942,99.93,
10/5/1922 0:00,4.33,0,0,81.52424942,100.34,
10/6/1922 0:00,4.33,0,0,81.52424942,100.81,
10/7/1922 0:00,4.33,0,0,81.52424942,100.5,
10/9/1922 0:00,4.33,0,0,81.52424942,102.26,
10/10/1922 0:00,4.33,0,0,81.52424942,101.55,
10/11/1922 0:00,4.33,0,0,81.52424942,101.72,
10/13/1922 0:00,4.33,0,0,81.52424942,102.6,
10/14/1922 0:00,4.33,0,0,81.52424942,103.43,
10/16/1922 0:00,4.33,0,0,81.52424942,102.76,
10/17/1922 0:00,4.33,0,0,81.52424942,102.6,
10/18/1922 0:00,4.33,0,0,81.52424942,102,
10/19/1922 0:00,4.33,0,0,81.52424942,101.21,
10/20/1922 0:00,4.33,0,0,81.52424942,102.01,
10/21/1922 0:00,4.33,0,0,81.52424942,101.95,
10/23/1922 0:00,4.33,0,0,81.52424942,100.11,
10/24/1922 0:00,4.33,0,0,81.52424942,100.1,
10/25/1922 0:00,4.33,0,0,81.52424942,99.55,
10/26/1922 0:00,4.33,0,0,81.52424942,98,
10/27/1922 0:00,4.33,0,0,81.52424942,98.76,
10/28/1922 0:00,4.33,0,0,81.52424942,98.68,
10/30/1922 0:00,4.33,0,0,81.52424942,96.9,
10/31/1922 0:00,4.33,0,0,81.52424942,96.11,
11/1/1922 0:00,4.33,1,0,81.52424942,96.23,
11/2/1922 0:00,4.33,0,0,81.52424942,98.5,
11/3/1922 0:00,4.33,0,0,81.52424942,99.29,
11/4/1922 0:00,4.33,0,0,81.52424942,99.06,
11/6/1922 0:00,4.33,0,0,81.52424942,98.45,
11/8/1922 0:00,4.33,0,0,81.52424942,99.53,
11/9/1922 0:00,4.33,0,0,81.52424942,98.98,
11/10/1922 0:00,4.33,0,0,81.52424942,97.5,
11/11/1922 0:00,4.33,0,0,81.52424942,95.88,
11/13/1922 0:00,4.33,0,0,81.52424942,95.37,
11/14/1922 0:00,4.33,0,0,81.52424942,93.61,
11/15/1922 0:00,4.33,0,0,81.52424942,95.11,
11/16/1922 0:00,4.33,0,0,81.52424942,94.72,
11/17/1922 0:00,4.33,0,0,81.52424942,95.09,
11/18/1922 0:00,4.33,0,0,81.52424942,95.36,
11/20/1922 0:00,4.33,0,0,81.52424942,95.82,
11/21/1922 0:00,4.33,0,0,81.52424942,95.59,
11/22/1922 0:00,4.33,0,0,81.52424942,94.29,
11/23/1922 0:00,4.33,0,0,81.52424942,94.08,
11/24/1922 0:00,4.33,0,0,81.52424942,94.1,
11/25/1922 0:00,4.33,0,0,81.52424942,92.78,
11/27/1922 0:00,4.33,0,0,81.52424942,92.03,
11/28/1922 0:00,4.33,0,0,81.52424942,93.85,
11/29/1922 0:00,4.33,0,0,81.52424942,94.65,
12/1/1922 0:00,4.33,1,0,81.52424942,95.73,
12/2/1922 0:00,4.330416667,0,0,81.51640527,95.91,
12/4/1922 0:00,4.330833333,0,0,81.50856263,95.1,
12/5/1922 0:00,4.33125,0,0,81.5007215,95.03,
12/6/1922 0:00,4.331666667,0,0,81.49288188,96.75,
12/7/1922 0:00,4.332083333,0,0,81.48504376,96.91,
12/8/1922 0:00,4.3325,0,0,81.47720716,97.88,
12/9/1922 0:00,4.332916667,0,0,81.46937206,97.72,
12/11/1922 0:00,4.333333333,0,0,81.46153846,97.85,
12/12/1922 0:00,4.33375,0,0,81.45370637,97.75,
12/13/1922 0:00,4.334166667,0,0,81.44587579,98.28,
12/14/1922 0:00,4.334583333,0,0,81.43804672,98.19,
12/15/1922 0:00,4.335,0,0,81.43021915,98.03,
12/16/1922 0:00,4.335416667,0,0,81.42239308,98.13,
12/18/1922 0:00,4.335833333,0,0,81.41456852,97.64,
12/19/1922 0:00,4.33625,0,0,81.40674546,98.23,
12/20/1922 0:00,4.336666667,0,0,81.3989239,97.52,
12/21/1922 0:00,4.337083333,0,0,81.39110385,97.88,
12/22/1922 0:00,4.3375,0,0,81.3832853,98.62,
12/26/1922 0:00,4.337916667,0,0,81.37546825,99.04,
12/27/1922 0:00,4.338333333,0,0,81.36765271,99.22,
12/28/1922 0:00,4.33875,0,0,81.35983866,98.14,
12/29/1922 0:00,4.339166667,0,0,81.35202612,98.17,
12/30/1922 0:00,4.339583333,0,0,81.34421507,98.73,
1/2/1923 0:00,4.34,1,0,81.33640553,98.77,
1/3/1923 0:00,4.34,0,0,81.33640553,99.42,
1/4/1923 0:00,4.34,0,0,81.33640553,98.57,
1/5/1923 0:00,4.34,0,0,81.33640553,98.88,
1/6/1923 0:00,4.34,0,0,81.33640553,97.77,
1/8/1923 0:00,4.34,0,0,81.33640553,98.06,
1/9/1923 0:00,4.34,0,0,81.33640553,97.23,
1/10/1923 0:00,4.34,0,0,81.33640553,97.29,
1/11/1923 0:00,4.34,0,0,81.33640553,98.12,
1/12/1923 0:00,4.34,0,0,81.33640553,98.63,
1/13/1923 0:00,4.34,0,0,81.33640553,99.09,
1/15/1923 0:00,4.34,0,0,81.33640553,98.04,
1/16/1923 0:00,4.34,0,0,81.33640553,96.96,
1/17/1923 0:00,4.34,0,0,81.33640553,97.05,
1/18/1923 0:00,4.34,0,0,81.33640553,98.09,
1/19/1923 0:00,4.34,0,0,81.33640553,97.85,
1/20/1923 0:00,4.34,0,0,81.33640553,97.61,
1/22/1923 0:00,4.34,0,0,81.33640553,97.25,
1/23/1923 0:00,4.34,0,0,81.33640553,97.43,
1/24/1923 0:00,4.34,0,0,81.33640553,97.16,
1/25/1923 0:00,4.34,0,0,81.33640553,97.79,
1/26/1923 0:00,4.34,0,0,81.33640553,98.15,
1/27/1923 0:00,4.34,0,0,81.33640553,98,
1/29/1923 0:00,4.34,0,0,81.33640553,98.26,
1/30/1923 0:00,4.34,0,0,81.33640553,97.75,
1/31/1923 0:00,4.34,0,0,81.33640553,97.43,
2/1/1923 0:00,4.34,1,0,81.33640553,97.71,
2/2/1923 0:00,4.340454545,0,0,81.32788774,98.7,
2/3/1923 0:00,4.340909091,0,0,81.31937173,99.33,
2/5/1923 0:00,4.341363636,0,0,81.3108575,100.03,
2/6/1923 0:00,4.341818182,0,0,81.30234506,101.01,
2/7/1923 0:00,4.342272727,0,0,81.2938344,101.05,
2/8/1923 0:00,4.342727273,0,0,81.28532552,101.05,
2/9/1923 0:00,4.343181818,0,0,81.27681842,100.82,
2/10/1923 0:00,4.343636364,0,0,81.2683131,101.7,
2/13/1923 0:00,4.344090909,0,0,81.25980956,102.16,
2/14/1923 0:00,4.344545455,0,0,81.2513078,101.85,
2/15/1923 0:00,4.345,0,0,81.24280783,102.57,
2/16/1923 0:00,4.345454545,0,0,81.23430962,103.23,
2/17/1923 0:00,4.345909091,0,0,81.2258132,103.21,
2/19/1923 0:00,4.346363636,0,0,81.21731855,102.96,
2/20/1923 0:00,4.346818182,0,0,81.20882568,103.56,
2/21/1923 0:00,4.347272727,0,0,81.20033459,103.59,
2/23/1923 0:00,4.347727273,0,0,81.19184527,103.27,
2/24/1923 0:00,4.348181818,0,0,81.18335773,102.85,
2/26/1923 0:00,4.348636364,0,0,81.17487196,102.4,
2/27/1923 0:00,4.349090909,0,0,81.16638796,102.79,
2/28/1923 0:00,4.349545455,0,0,81.15790574,103.9,
3/1/1923 0:00,4.35,1,0,81.14942529,104.23,
3/2/1923 0:00,4.35,0,0,81.14942529,104.65,
3/3/1923 0:00,4.35,0,0,81.14942529,104.51,
3/5/1923 0:00,4.35,0,0,81.14942529,104.77,
3/6/1923 0:00,4.35,0,0,81.14942529,104.79,
3/7/1923 0:00,4.35,0,0,81.14942529,105.23,
3/8/1923 0:00,4.35,0,0,81.14942529,104.7,
3/9/1923 0:00,4.35,0,0,81.14942529,104.48,
3/10/1923 0:00,4.35,0,0,81.14942529,103.82,
3/12/1923 0:00,4.35,0,0,81.14942529,104.22,
3/13/1923 0:00,4.35,0,0,81.14942529,104.79,
3/14/1923 0:00,4.35,0,0,81.14942529,105.28,
3/15/1923 0:00,4.35,0,0,81.14942529,104.74,
3/16/1923 0:00,4.35,0,0,81.14942529,103.93,
3/17/1923 0:00,4.35,0,0,81.14942529,104.89,
3/19/1923 0:00,4.35,0,0,81.14942529,105.36,
3/20/1923 0:00,4.35,0,0,81.14942529,105.38,
3/21/1923 0:00,4.35,0,0,81.14942529,105.23,
3/22/1923 0:00,4.35,0,0,81.14942529,105.09,
3/23/1923 0:00,4.35,0,0,81.14942529,103.98,
3/24/1923 0:00,4.35,0,0,81.14942529,103.28,
3/26/1923 0:00,4.35,0,0,81.14942529,102.36,
3/27/1923 0:00,4.35,0,0,81.14942529,103.03,
3/28/1923 0:00,4.35,0,0,81.14942529,103.45,
3/29/1923 0:00,4.35,0,0,81.14942529,102.77,
3/31/1923 0:00,4.35,0,0,81.14942529,102.75,
4/2/1923 0:00,4.35,1,0,81.14942529,101.51,
4/3/1923 0:00,4.3504,0,0,81.14196396,101.6,
4/4/1923 0:00,4.3508,0,0,81.134504,101.4,
4/5/1923 0:00,4.3512,0,0,81.12704541,102.36,
4/6/1923 0:00,4.3516,0,0,81.1195882,102.7,
4/7/1923 0:00,4.352,0,0,81.11213235,102.56,
4/9/1923 0:00,4.3524,0,0,81.10467788,102.11,
4/10/1923 0:00,4.3528,0,0,81.09722477,101.86,
4/11/1923 0:00,4.3532,0,0,81.08977304,101.08,
4/12/1923 0:00,4.3536,0,0,81.08232268,101.71,
4/13/1923 0:00,4.354,0,0,81.07487368,101.81,
4/14/1923 0:00,4.3544,0,0,81.06742605,102.09,
4/16/1923 0:00,4.3548,0,0,81.05997979,101.76,
4/17/1923 0:00,4.3552,0,0,81.0525349,102.14,
4/18/1923 0:00,4.3556,0,0,81.04509138,102.24,
4/19/1923 0:00,4.356,0,0,81.03764922,102.58,
4/20/1923 0:00,4.3564,0,0,81.03020843,101.38,
4/21/1923 0:00,4.3568,0,0,81.022769,101.1,
4/23/1923 0:00,4.3572,0,0,81.01533095,100.73,
4/24/1923 0:00,4.3576,0,0,81.00789425,101.08,
4/25/1923 0:00,4.358,0,0,81.00045893,101.36,
4/26/1923 0:00,4.3584,0,0,80.99302496,101.37,
4/27/1923 0:00,4.3588,0,0,80.98559236,101.16,
4/28/1923 0:00,4.3592,0,0,80.97816113,100.63,
4/30/1923 0:00,4.3596,0,0,80.97073126,98.38,
5/1/1923 0:00,4.36,1,0,80.96330275,97.4,
5/2/1923 0:00,4.358846154,0,0,80.98473485,98.05,
5/3/1923 0:00,4.357692308,0,0,81.00617829,96.3,
5/4/1923 0:00,4.356538462,0,0,81.02763309,96.6,
5/5/1923 0:00,4.355384615,0,0,81.04909926,96.73,
5/7/1923 0:00,4.354230769,0,0,81.0705768,95.41,
5/8/1923 0:00,4.353076923,0,0,81.09206574,96.54,
5/9/1923 0:00,4.351923077,0,0,81.11356606,98.19,
5/10/1923 0:00,4.350769231,0,0,81.13507779,97.61,
5/11/1923 0:00,4.349615385,0,0,81.15660094,96.45,
5/12/1923 0:00,4.348461538,0,0,81.1781355,95.4,
5/14/1923 0:00,4.347307692,0,0,81.1996815,96.91,
5/15/1923 0:00,4.346153846,0,0,81.22123894,95.95,
5/16/1923 0:00,4.345,0,0,81.24280783,95.53,
5/17/1923 0:00,4.343846154,0,0,81.26438817,95.41,
5/18/1923 0:00,4.342692308,0,0,81.28597998,95.07,
5/19/1923 0:00,4.341538462,0,0,81.30758327,94.7,
5/21/1923 0:00,4.340384615,0,0,81.32919805,92.77,
5/22/1923 0:00,4.339230769,0,0,81.35082432,93.58,
5/23/1923 0:00,4.338076923,0,0,81.3724621,93.9,
5/24/1923 0:00,4.336923077,0,0,81.39411139,96.03,
5/25/1923 0:00,4.335769231,0,0,81.4157722,96.65,
5/26/1923 0:00,4.334615385,0,0,81.43744454,97.48,
5/28/1923 0:00,4.333461538,0,0,81.45912843,97.25,
5/29/1923 0:00,4.332307692,0,0,81.48082386,97.66,
5/31/1923 0:00,4.331153846,0,0,81.50253086,97.53,
6/1/1923 0:00,4.33,1,0,81.52424942,95.36,
6/2/1923 0:00,4.329230769,0,0,81.5387349,95.75,
6/4/1923 0:00,4.328461538,0,0,81.55322552,96.14,
6/5/1923 0:00,4.327692308,0,0,81.56772129,96.29,
6/6/1923 0:00,4.326923077,0,0,81.58222222,97.24,
6/7/1923 0:00,4.326153846,0,0,81.59672831,97.17,
6/8/1923 0:00,4.325384615,0,0,81.61123955,96.66,
6/9/1923 0:00,4.324615385,0,0,81.62575596,97.1,
6/11/1923 0:00,4.323846154,0,0,81.64027753,97.22,
6/12/1923 0:00,4.323076923,0,0,81.65480427,95.97,
6/13/1923 0:00,4.322307692,0,0,81.66933618,95.79,
6/14/1923 0:00,4.321538462,0,0,81.68387326,95.44,
6/15/1923 0:00,4.320769231,0,0,81.69841552,94.86,
6/16/1923 0:00,4.32,0,0,81.71296296,94.73,
6/18/1923 0:00,4.319230769,0,0,81.72751558,92.64,
6/19/1923 0:00,4.318461538,0,0,81.74207339,92.76,
6/20/1923 0:00,4.317692308,0,0,81.75663638,90.81,
6/21/1923 0:00,4.316923077,0,0,81.77120456,92.26,
6/22/1923 0:00,4.316153846,0,0,81.78577794,93.55,
6/23/1923 0:00,4.315384615,0,0,81.80035651,93.3,
6/25/1923 0:00,4.314615385,0,0,81.81494027,91.48,
6/26/1923 0:00,4.313846154,0,0,81.82952924,90.11,
6/27/1923 0:00,4.313076923,0,0,81.84412342,88.66,
6/28/1923 0:00,4.312307692,0,0,81.8587228,89.38,
6/29/1923 0:00,4.311538462,0,0,81.87332739,88.4,
6/30/1923 0:00,4.310769231,0,0,81.88793719,87.85,
7/2/1923 0:00,4.31,1,0,81.9025522,88.95,
7/3/1923 0:00,4.3092,0,0,81.91775736,87.87,
7/5/1923 0:00,4.3084,0,0,81.93296816,87.9,
7/6/1923 0:00,4.3076,0,0,81.9481846,88.65,
7/7/1923 0:00,4.3068,0,0,81.96340671,89.41,
7/9/1923 0:00,4.306,0,0,81.97863446,89.26,
7/10/1923 0:00,4.3052,0,0,81.99386788,88.44,
7/11/1923 0:00,4.3044,0,0,82.00910696,87.8,
7/12/1923 0:00,4.3036,0,0,82.02435171,87.64,
7/13/1923 0:00,4.3028,0,0,82.03960212,89.07,
7/14/1923 0:00,4.302,0,0,82.05485821,89.4,
7/16/1923 0:00,4.3012,0,0,82.07011997,89.22,
7/17/1923 0:00,4.3004,0,0,82.08538741,89.5,
7/18/1923 0:00,4.2996,0,0,82.10066053,90.01,
7/19/1923 0:00,4.2988,0,0,82.11593933,91.35,
7/20/1923 0:00,4.298,0,0,82.13122383,91.72,
7/21/1923 0:00,4.2972,0,0,82.14651401,91.39,
7/23/1923 0:00,4.2964,0,0,82.16180989,91.58,
7/24/1923 0:00,4.2956,0,0,82.17711146,90.16,
7/25/1923 0:00,4.2948,0,0,82.19241874,90.87,
7/26/1923 0:00,4.294,0,0,82.20773172,91.06,
7/27/1923 0:00,4.2932,0,0,82.22305041,88.37,
7/28/1923 0:00,4.2924,0,0,82.2383748,87.33,
7/30/1923 0:00,4.2916,0,0,82.25370491,88.11,
7/31/1923 0:00,4.2908,0,0,82.26904074,86.91,
8/1/1923 0:00,4.29,1,0,82.28438228,87.96,
8/2/1923 0:00,4.2888,0,0,82.30740533,88.2,
8/4/1923 0:00,4.2876,0,0,82.33044127,87.2,
8/6/1923 0:00,4.2864,0,0,82.35349011,88.51,
8/7/1923 0:00,4.2852,0,0,82.37655185,89.55,
8/8/1923 0:00,4.284,0,0,82.39962652,88.63,
8/9/1923 0:00,4.2828,0,0,82.42271411,88.67,
8/11/1923 0:00,4.2816,0,0,82.44581465,89.11,
8/13/1923 0:00,4.2804,0,0,82.46892814,88.95,
8/14/1923 0:00,4.2792,0,0,82.49205459,89.6,
8/15/1923 0:00,4.278,0,0,82.51519402,90.23,
8/16/1923 0:00,4.2768,0,0,82.53834643,90.86,
8/17/1923 0:00,4.2756,0,0,82.56151183,91.64,
8/18/1923 0:00,4.2744,0,0,82.58469025,92.32,
8/20/1923 0:00,4.2732,0,0,82.60788168,91.71,
8/21/1923 0:00,4.272,0,0,82.63108614,92.18,
8/22/1923 0:00,4.2708,0,0,82.65430364,92.13,
8/23/1923 0:00,4.2696,0,0,82.6775342,92.04,
8/24/1923 0:00,4.2684,0,0,82.70077781,91.92,
8/25/1923 0:00,4.2672,0,0,82.7240345,91.59,
8/27/1923 0:00,4.266,0,0,82.74730427,92.48,
8/28/1923 0:00,4.2648,0,0,82.77058713,93.2,
8/29/1923 0:00,4.2636,0,0,82.7938831,93.7,
8/30/1923 0:00,4.2624,0,0,82.81719219,93.4,
8/31/1923 0:00,4.2612,0,0,82.84051441,93.46,
9/1/1923 0:00,4.26,1,0,82.86384977,93.22,
9/4/1923 0:00,4.25875,0,0,82.88817141,92.25,
9/5/1923 0:00,4.2575,0,0,82.91250734,92.98,
9/6/1923 0:00,4.25625,0,0,82.93685756,93,
9/7/1923 0:00,4.255,0,0,82.96122209,92.84,
9/8/1923 0:00,4.25375,0,0,82.98560094,92.93,
9/10/1923 0:00,4.2525,0,0,83.00999412,93.31,
9/11/1923 0:00,4.25125,0,0,83.03440165,93.61,
9/12/1923 0:00,4.25,0,0,83.05882353,92.05,
9/13/1923 0:00,4.24875,0,0,83.08325978,89.93,
9/14/1923 0:00,4.2475,0,0,83.10771042,89.63,
9/15/1923 0:00,4.24625,0,0,83.13217545,89.05,
9/17/1923 0:00,4.245,0,0,83.15665489,89.41,
9/18/1923 0:00,4.24375,0,0,83.18114875,88.49,
9/19/1923 0:00,4.2425,0,0,83.20565704,89.17,
9/20/1923 0:00,4.24125,0,0,83.23017978,88.16,
9/21/1923 0:00,4.24,0,0,83.25471698,88.07,
9/22/1923 0:00,4.23875,0,0,83.27926865,88.54,
9/24/1923 0:00,4.2375,0,0,83.30383481,89.21,
9/25/1923 0:00,4.23625,0,0,83.32841546,87.94,
9/26/1923 0:00,4.235,0,0,83.35301063,88.53,
9/27/1923 0:00,4.23375,0,0,83.37762031,88.53,
9/28/1923 0:00,4.2325,0,0,83.40224454,87.97,
9/29/1923 0:00,4.23125,0,0,83.42688331,87.89,
10/1/1923 0:00,4.23,1,0,83.45153664,88.06,
10/2/1923 0:00,4.229230769,0,0,83.46671517,88.09,
10/3/1923 0:00,4.228461538,0,0,83.48189922,90.45,
10/4/1923 0:00,4.227692308,0,0,83.49708879,89.93,
10/5/1923 0:00,4.226923077,0,0,83.51228389,89.41,
10/6/1923 0:00,4.226153846,0,0,83.52748453,89.29,
10/8/1923 0:00,4.225384615,0,0,83.5426907,88.56,
10/9/1923 0:00,4.224615385,0,0,83.5579024,88.06,
10/10/1923 0:00,4.223846154,0,0,83.57311965,87.54,
10/11/1923 0:00,4.223076923,0,0,83.58834244,87.16,
10/13/1923 0:00,4.222307692,0,0,83.60357078,87.13,
10/15/1923 0:00,4.221538462,0,0,83.61880466,88.06,
10/16/1923 0:00,4.220769231,0,0,83.6340441,86.91,
10/17/1923 0:00,4.22,0,0,83.6492891,87.56,
10/18/1923 0:00,4.219230769,0,0,83.66453965,87.46,
10/19/1923 0:00,4.218461538,0,0,83.67979577,87.51,
10/20/1923 0:00,4.217692308,0,0,83.69505745,87.83,
10/22/1923 0:00,4.216923077,0,0,83.7103247,87.48,
10/23/1923 0:00,4.216153846,0,0,83.72559752,87.37,
10/24/1923 0:00,4.215384615,0,0,83.74087591,87.13,
10/25/1923 0:00,4.214615385,0,0,83.75615988,86.43,
10/26/1923 0:00,4.213846154,0,0,83.77144943,86.01,
10/27/1923 0:00,4.213076923,0,0,83.78674457,85.76,
10/29/1923 0:00,4.212307692,0,0,83.80204529,86.2,
10/30/1923 0:00,4.211538462,0,0,83.8173516,85.91,
10/31/1923 0:00,4.210769231,0,0,83.8326635,88.53,
11/1/1923 0:00,4.21,1,0,83.847981,88.41,
11/2/1923 0:00,4.20875,0,0,83.87288387,88.91,
11/3/1923 0:00,4.2075,0,0,83.89780154,89.63,
11/5/1923 0:00,4.20625,0,0,83.92273403,89.36,
11/7/1923 0:00,4.205,0,0,83.94768133,89.48,
11/8/1923 0:00,4.20375,0,0,83.97264347,90.75,
11/9/1923 0:00,4.2025,0,0,83.99762046,91.14,
11/10/1923 0:00,4.20125,0,0,84.02261232,91.39,
11/12/1923 0:00,4.2,0,0,84.04761905,91.08,
11/13/1923 0:00,4.19875,0,0,84.07264067,90.75,
11/14/1923 0:00,4.1975,0,0,84.09767719,90.44,
11/15/1923 0:00,4.19625,0,0,84.12272863,90.87,
11/16/1923 0:00,4.195,0,0,84.14779499,90.33,
11/17/1923 0:00,4.19375,0,0,84.1728763,89.65,
11/19/1923 0:00,4.1925,0,0,84.19797257,91.35,
11/20/1923 0:00,4.19125,0,0,84.22308381,91.26,
11/21/1923 0:00,4.19,0,0,84.24821002,92.17,
11/22/1923 0:00,4.18875,0,0,84.27335124,91.83,
11/23/1923 0:00,4.1875,0,0,84.29850746,92.13,
11/24/1923 0:00,4.18625,0,0,84.32367871,92.6,
11/26/1923 0:00,4.185,0,0,84.34886499,92.88,
11/27/1923 0:00,4.18375,0,0,84.37406633,92.61,
11/28/1923 0:00,4.1825,0,0,84.39928273,92.41,
11/30/1923 0:00,4.18125,0,0,84.4245142,92.34,
12/1/1923 0:00,4.18,1,0,84.44976077,93.15,
12/3/1923 0:00,4.1792,0,0,84.46592649,92.64,
12/4/1923 0:00,4.1784,0,0,84.48209841,92.68,
12/5/1923 0:00,4.1776,0,0,84.49827652,92.81,
12/6/1923 0:00,4.1768,0,0,84.51446083,92.94,
12/7/1923 0:00,4.176,0,0,84.53065134,93.8,
12/8/1923 0:00,4.1752,0,0,84.54684806,93.85,
12/10/1923 0:00,4.1744,0,0,84.56305098,93.86,
12/11/1923 0:00,4.1736,0,0,84.57926011,93.65,
12/12/1923 0:00,4.1728,0,0,84.59547546,94.11,
12/13/1923 0:00,4.172,0,0,84.61169703,94.7,
12/14/1923 0:00,4.1712,0,0,84.62792482,94.93,
12/15/1923 0:00,4.1704,0,0,84.64415883,95.23,
12/17/1923 0:00,4.1696,0,0,84.66039908,95.26,
12/18/1923 0:00,4.1688,0,0,84.67664556,93.66,
12/19/1923 0:00,4.168,0,0,84.69289827,93.63,
12/20/1923 0:00,4.1672,0,0,84.70915723,94,
12/21/1923 0:00,4.1664,0,0,84.72542243,93.51,
12/22/1923 0:00,4.1656,0,0,84.74169387,93.63,
12/24/1923 0:00,4.1648,0,0,84.75797157,94.42,
12/26/1923 0:00,4.164,0,0,84.77425552,95.61,
12/27/1923 0:00,4.1632,0,0,84.79054573,94.98,
12/28/1923 0:00,4.1624,0,0,84.80684221,95.12,
12/29/1923 0:00,4.1616,0,0,84.82314494,95.23,
12/31/1923 0:00,4.1608,0,0,84.83945395,95.52,
1/2/1924 0:00,4.16,1,0,84.85576923,95.65,
1/3/1924 0:00,4.158846154,0,0,84.87931194,94.88,
1/4/1924 0:00,4.157692308,0,0,84.90286772,95.4,
1/5/1924 0:00,4.156538462,0,0,84.92643657,96.26,
1/7/1924 0:00,4.155384615,0,0,84.95001851,96.54,
1/8/1924 0:00,4.154230769,0,0,84.97361355,96.77,
1/9/1924 0:00,4.153076923,0,0,84.99722171,97.04,
1/10/1924 0:00,4.151923077,0,0,85.02084298,97.23,
1/11/1924 0:00,4.150769231,0,0,85.04447739,97.46,
1/12/1924 0:00,4.149615385,0,0,85.06812494,97.25,
1/14/1924 0:00,4.148461538,0,0,85.09178565,95.68,
1/15/1924 0:00,4.147307692,0,0,85.11545952,96.09,
1/16/1924 0:00,4.146153846,0,0,85.13914657,96.65,
1/17/1924 0:00,4.145,0,0,85.1628468,96.42,
1/18/1924 0:00,4.143846154,0,0,85.18656024,96.28,
1/19/1924 0:00,4.142692308,0,0,85.21028688,96.6,
1/21/1924 0:00,4.141538462,0,0,85.23402675,97.28,
1/22/1924 0:00,4.140384615,0,0,85.25777984,97.23,
1/23/1924 0:00,4.139230769,0,0,85.28154618,97.73,
1/24/1924 0:00,4.138076923,0,0,85.30532577,98.59,
1/25/1924 0:00,4.136923077,0,0,85.32911863,99.81,
1/26/1924 0:00,4.135769231,0,0,85.35292477,100,
1/28/1924 0:00,4.134615385,0,0,85.37674419,99.35,
1/29/1924 0:00,4.133461538,0,0,85.40057691,99.16,
1/30/1924 0:00,4.132307692,0,0,85.42442293,99.4,
1/31/1924 0:00,4.131153846,0,0,85.44828228,100.66,
2/1/1924 0:00,4.13,1,0,85.47215496,100.7,
2/2/1924 0:00,4.129130435,0,0,85.49015479,100.84,
2/4/1924 0:00,4.12826087,0,0,85.50816219,101.08,
2/5/1924 0:00,4.127391304,0,0,85.52617718,101.08,
2/6/1924 0:00,4.126521739,0,0,85.54419977,101.31,
2/7/1924 0:00,4.125652174,0,0,85.56222995,100.99,
2/8/1924 0:00,4.124782609,0,0,85.58026773,100.2,
2/9/1924 0:00,4.123913043,0,0,85.59831313,100.88,
2/11/1924 0:00,4.123043478,0,0,85.61636613,100.91,
2/13/1924 0:00,4.122173913,0,0,85.63442675,99.81,
2/14/1924 0:00,4.121304348,0,0,85.65249499,100.05,
2/15/1924 0:00,4.120434783,0,0,85.67057086,96.63,
2/16/1924 0:00,4.119565217,0,0,85.68865435,98.06,
2/18/1924 0:00,4.118695652,0,0,85.70674549,96.33,
2/19/1924 0:00,4.117826087,0,0,85.72484426,96.97,
2/20/1924 0:00,4.116956522,0,0,85.74295068,96.58,
2/21/1924 0:00,4.116086957,0,0,85.76106475,97.4,
2/23/1924 0:00,4.115217391,0,0,85.77918648,97.88,
2/25/1924 0:00,4.114347826,0,0,85.79731586,97.16,
2/26/1924 0:00,4.113478261,0,0,85.81545291,96.45,
2/27/1924 0:00,4.112608696,0,0,85.83359763,96.75,
2/28/1924 0:00,4.11173913,0,0,85.85175003,97.69,
2/29/1924 0:00,4.110869565,0,0,85.8699101,97.22,
3/1/1924 0:00,4.11,1,0,85.88807786,97.49,
3/3/1924 0:00,4.108846154,0,0,85.91219695,97.1,
3/4/1924 0:00,4.107692308,0,0,85.93632959,97.5,
3/5/1924 0:00,4.106538462,0,0,85.96047579,97.55,
3/6/1924 0:00,4.105384615,0,0,85.98463556,98.45,
3/7/1924 0:00,4.104230769,0,0,86.00880892,98.61,
3/8/1924 0:00,4.103076923,0,0,86.03299588,98.25,
3/10/1924 0:00,4.101923077,0,0,86.05719644,97.21,
3/11/1924 0:00,4.100769231,0,0,86.08141062,97.81,
3/12/1924 0:00,4.099615385,0,0,86.10563843,97.58,
