QQQ Shares,EEM Shares,TLT Shares,Capital,Date,QQQ Close,QQQ Dividend,EEM Close,EEM Dividend,TLT Close,TLT Dividend
0.0,0.0,466.60350544765515,40417.19564187589,2004-01-28,37.1,0.0,18.98,0.0,86.62,0.0
0.0,0.0,466.60350544765515,40333.20701089531,2004-01-29,37.24,0.0,18.68,0.0,86.44,0.0
0.0,0.0,466.60350544765515,40613.16911416391,2004-01-30,37.07,0.0,18.66,0.0,87.04,0.0
0.0,0.0,468.53465059158873,40528.24727617243,2004-02-02,36.97,0.0,18.66,0.0,86.5,0.358
0.0,0.0,468.53465059158873,40734.40252243272,2004-02-03,36.93,0.0,18.56,0.0,86.94,0.0
0.0,0.0,468.53465059158873,40654.75163183215,2004-02-04,36.33,0.0,18.39,0.0,86.77,0.0
0.0,0.0,468.53465059158873,40495.44985063102,2004-02-05,36.47,0.0,18.38,0.0,86.43,0.0
0.0,0.0,468.53465059158873,40940.55776869302,2004-02-06,37.13,0.0,18.8,0.0,87.38,0.0
0.0,0.0,468.53465059158873,41062.37677784684,2004-02-09,37.12,0.0,19.07,0.0,87.64,0.0
0.0,0.0,468.53465059158873,40832.79479905696,2004-02-10,37.18,0.0,19.06,0.0,87.15,0.0
0.0,0.0,468.53465059158873,41137.34232194149,2004-02-11,37.58,0.0,19.35,0.0,87.8,0.0
0.0,0.0,468.53465059158873,40963.98450122261,2004-02-12,37.25,0.0,19.34,0.0,87.43,0.0
0.0,0.0,468.53465059158873,41137.34232194149,2004-02-13,36.94,0.0,19.36,0.0,87.8,0.0
0.0,0.0,468.53465059158873,41109.23024290599,2004-02-17,37.44,0.0,19.74,0.0,87.74,0.0
0.0,0.0,468.53465059158873,41165.45440097699,2004-02-18,37.55,0.0,19.48,0.0,87.86,0.0
0.0,0.0,468.53465059158873,41207.62251953023,2004-02-19,36.98,0.0,19.31,0.0,87.95,0.0
0.0,0.0,468.53465059158873,40921.81638266936,2004-02-20,36.86,0.0,19.09,0.0,87.34,0.0
0.0,0.0,468.53465059158873,41174.82509398882,2004-02-23,36.45,0.0,18.92,0.0,87.88,0.0
0.0,0.0,468.53465059158873,41249.790638083476,2004-02-24,36.36,0.0,18.82,0.0,88.04,0.0
0.0,0.0,468.53465059158873,41315.3854891663,2004-02-25,36.58,0.0,19.03,0.0,88.18,0.0
0.0,0.0,468.53465059158873,41184.19578700065,2004-02-26,36.67,0.0,19.12,0.0,87.9,0.0
0.0,0.0,468.53465059158873,41540.282121450255,2004-02-27,36.57,0.0,19.39,0.0,88.66,0.0
0.0,0.0,470.42428847094305,41524.35194333014,2004-03-01,37.05,0.0,19.84,0.0,88.27,0.35600000000000004
0.0,0.0,470.42428847094305,41260.91434178641,2004-03-02,36.62,0.0,19.68,0.0,87.71,0.0
0.0,0.0,470.42428847094305,41185.64645563106,2004-03-03,36.42,0.0,19.56,0.0,87.55,0.0
0.0,0.0,470.42428847094305,41369.111928134735,2004-03-04,36.76,0.0,19.69,0.0,87.94,0.0
0.0,0.0,470.42428847094305,42168.833218535336,2004-03-05,36.63,0.0,19.76,0.0,89.64,0.0
0.0,0.0,470.42428847094305,42418.158091424935,2004-03-08,35.77,0.0,19.57,0.0,90.17,0.0
0.0,0.0,470.42428847094305,42700.4126645075,2004-03-09,35.66,0.0,19.44,0.0,90.77,0.0
0.0,0.0,470.42428847094305,42672.18720719924,2004-03-10,35.19,0.0,19.0,0.0,90.71,0.0
0.0,0.0,470.42428847094305,42733.34236470047,2004-03-11,34.87,0.0,18.59,0.0,90.84,0.0
0.0,0.0,470.42428847094305,42469.90476315674,2004-03-12,35.51,0.0,18.74,0.0,90.28,0.0
0.0,0.0,470.42428847094305,42540.46840642738,2004-03-15,34.89,0.0,18.39,0.0,90.43,0.0
0.0,0.0,470.42428847094305,42893.28662278059,2004-03-16,34.95,0.0,18.62,0.0,91.18,0.0
0.0,0.0,470.42428847094305,42822.72297950995,2004-03-17,35.5,0.0,18.88,0.0,91.03,0.0
0.0,0.0,470.42428847094305,42596.91932104389,2004-03-18,35.34,0.0,18.99,0.0,90.55,0.0
0.0,0.0,470.42428847094305,42540.46840642738,2004-03-19,34.75,0.0,18.74,0.0,90.43,0.0
0.0,0.0,470.42428847094305,42799.2017650864,2004-03-22,34.31,0.0,18.44,0.0,90.98,0.0
0.0,0.0,470.42428847094305,42874.46965124175,2004-03-23,34.03,0.0,18.62,0.0,91.14,0.0
0.0,0.0,470.42428847094305,42850.9484368182,2004-03-24,34.42,0.0,18.64,0.0,91.09,0.0
0.0,0.0,470.42428847094305,42686.29993585337,2004-03-25,35.34,0.0,18.82,0.0,90.74,0.0
0.0,0.0,470.42428847094305,42234.69261892127,2004-03-26,35.22,0.0,18.79,0.0,89.78,0.0
0.0,0.0,470.42428847094305,41952.4380458387,2004-03-29,35.79,0.0,19.03,0.0,89.18,0.0
0.0,0.0,470.42428847094305,41924.21258853045,2004-03-30,35.91,0.0,19.26,0.0,89.12,0.0
0.0,0.0,470.42428847094305,42126.49503257295,2004-03-31,35.84,0.0,19.5,0.0,89.55,0.0
0.0,0.0,472.26556225778245,41989.131140339436,2004-04-01,36.16,0.0,19.66,0.0,88.91,0.348
0.0,0.0,472.26556225778245,40950.14690337231,2004-04-02,37.1,0.0,19.86,0.0,86.71,0.0
0.0,0.0,472.26556225778245,40629.00632103703,2004-04-05,37.45,0.0,19.99,0.0,86.03,0.0
0.0,0.0,472.26556225778245,40850.97113529818,2004-04-06,36.98,0.0,20.11,0.0,86.5,0.0
0.0,0.0,472.26556225778245,40756.51802284663,2004-04-07,36.94,0.0,20.03,0.0,86.3,0.0
0.0,0.0,472.26556225778245,40638.45163228218,2004-04-08,36.94,0.0,20.05,0.0,86.05,0.0
0.0,0.0,472.26556225778245,40492.04930798226,2004-04-12,37.17,0.0,20.2,0.0,85.74,0.0
0.0,0.0,472.26556225778245,40052.84233508253,2004-04-13,36.63,0.0,19.97,0.0,84.81,0.0
0.0,0.0,472.26556225778245,40019.78374572448,2004-04-14,36.81,0.0,19.67,0.0,84.74,0.0
0.0,0.0,472.26556225778245,39783.65096459559,2004-04-15,36.15,0.0,19.51,0.0,84.24,0.0
0.0,0.0,472.26556225778245,39934.775944518085,2004-04-16,36.09,0.0,19.66,0.0,84.56,0.0
0.0,0.0,472.26556225778245,39849.76814331168,2004-04-19,36.53,0.0,19.69,0.0,84.38,0.0
0.0,0.0,472.26556225778245,39486.12366037319,2004-04-20,35.68,0.0,19.52,0.0,83.61,0.0
0.0,0.0,472.26556225778245,39679.75254089888,2004-04-21,35.99,0.0,19.37,0.0,84.02,0.0
0.0,0.0,472.26556225778245,39915.885322027774,2004-04-22,36.92,0.0,19.37,0.0,84.52,0.0
0.0,0.0,472.26556225778245,39689.19785214404,2004-04-23,37.21,0.0,19.51,0.0,84.04,0.0
0.0,0.0,472.26556225778245,39755.31503086013,2004-04-26,36.94,0.0,19.23,0.0,84.18,0.0
0.0,0.0,472.26556225778245,39906.440010782615,2004-04-27,36.87,0.0,19.13,0.0,84.5,0.0
0.0,0.0,472.26556225778245,39533.35021659896,2004-04-28,36.2,0.0,18.58,0.0,83.71,0.0
0.0,0.0,472.26556225778245,39339.72133607328,2004-04-29,35.64,0.0,17.97,0.0,83.3,0.0
0.0,0.0,472.26556225778245,39500.29162724093,2004-04-30,34.77,0.0,17.59,0.0,83.64,0.0
0.0,0.0,474.10548443152715,39549.87951127799,2004-05-03,35.1,0.0,17.77,0.0,83.42,0.325
0.0,0.0,474.10548443152715,39279.63938515202,2004-05-04,35.25,0.0,18.11,0.0,82.85,0.0
0.0,0.0,474.10548443152715,39170.595123732775,2004-05-05,35.53,0.0,18.16,0.0,82.62,0.0
0.0,0.0,474.10548443152715,39066.29191715784,2004-05-06,35.26,0.0,17.78,0.0,82.4,0.0
0.0,0.0,474.10548443152715,38554.25799397178,2004-05-07,34.97,0.0,17.38,0.0,81.32,0.0
0.0,0.0,474.10548443152715,38464.17795192979,2004-05-10,34.67,0.0,16.54,0.0,81.13,0.0
0.0,0.0,474.10548443152715,38639.59698116946,2004-05-11,35.19,0.0,17.03,0.0,81.5,0.0
0.0,0.0,474.10548443152715,38383.58001957643,2004-05-12,35.26,0.0,17.04,0.0,80.96,0.0
0.0,0.0,474.10548443152715,38236.60731940267,2004-05-13,35.01,0.0,16.99,0.0,80.65,0.0
0.0,0.0,474.10548443152715,38549.516939127476,2004-05-14,34.75,0.0,16.55,0.0,81.31,0.0
0.0,0.0,474.10548443152715,38890.87288791817,2004-05-17,34.42,0.0,15.88,0.0,82.03,0.0
0.0,0.0,474.10548443152715,38739.15913290008,2004-05-18,34.73,0.0,16.36,0.0,81.71,0.0
0.0,0.0,474.10548443152715,38611.15065210357,2004-05-19,34.69,0.0,16.81,0.0,81.44,0.0
0.0,0.0,474.10548443152715,38909.83710729543,2004-05-20,34.85,0.0,16.71,0.0,82.07,0.0
0.0,0.0,474.10548443152715,38753.382297433025,2004-05-21,35.02,0.0,16.98,0.0,81.74,0.0
0.0,0.0,474.10548443152715,38876.64972338523,2004-05-24,35.26,0.0,17.24,0.0,82.0,0.0
0.0,0.0,474.10548443152715,38990.43503964879,2004-05-25,35.96,0.0,17.62,0.0,82.24,0.0
0.0,0.0,474.10548443152715,39199.041452798665,2004-05-26,36.19,0.0,17.56,0.0,82.68,0.0
0.0,0.0,474.10548443152715,39507.21001767916,2004-05-27,36.42,0.0,17.83,0.0,83.33,0.0
0.0,0.0,474.10548443152715,39398.16575625991,2004-05-28,36.55,0.0,17.79,0.0,83.1,0.0
0.0,0.0,475.9667617539723,39038.793799060804,2004-06-01,36.5,0.0,17.67,0.0,82.02,0.322
0.0,0.0,475.9667617539723,38938.840779092476,2004-06-02,36.42,0.0,17.67,0.0,81.81,0.0
0.0,0.0,475.9667617539723,39019.75512859065,2004-06-03,35.98,0.0,17.28,0.0,81.98,0.0
0.0,0.0,475.9667617539723,38791.291082948745,2004-06-04,36.19,0.0,17.53,0.0,81.5,0.0
0.0,0.0,475.9667617539723,38800.81041818382,2004-06-07,37.05,0.0,18.14,0.0,81.52,0.0
0.0,0.0,475.9667617539723,38872.20543244692,2004-06-08,37.1,0.0,17.89,0.0,81.67,0.0
0.0,0.0,475.9667617539723,38705.61706583302,2004-06-09,36.58,0.0,17.48,0.0,81.32,0.0
0.0,0.0,475.9667617539723,38781.77174771367,2004-06-10,36.84,0.0,17.5,0.0,81.48,0.0
0.0,0.0,475.9667617539723,38472.393352573585,2004-06-14,36.32,0.0,16.83,0.0,80.83,0.0
0.0,0.0,475.9667617539723,39286.29651517288,2004-06-15,36.79,0.0,17.15,0.0,82.54,0.0
0.0,0.0,475.9667617539723,39133.9871514116,2004-06-16,36.73,0.0,16.92,0.0,82.22,0.0
0.0,0.0,475.9667617539723,39391.00920275875,2004-06-17,36.39,0.0,17.01,0.0,82.76,0.0
0.0,0.0,475.9667617539723,39305.33518564303,2004-06-18,36.44,0.0,16.91,0.0,82.58,0.0
0.0,0.0,475.9667617539723,39333.893191348274,2004-06-21,36.15,0.0,16.99,0.0,82.64,0.0
0.0,0.0,475.9667617539723,39214.90150090978,2004-06-22,36.68,0.0,17.17,0.0,82.39,0.0
0.0,0.0,475.9667617539723,39291.05618279042,2004-06-23,37.12,0.0,17.47,0.0,82.55,0.0
0.0,0.0,475.9667617539723,39529.0395636674,2004-06-24,37.05,0.0,17.54,0.0,83.05,0.0
0.0,0.0,475.9667617539723,39567.11690460772,2004-06-25,37.33,0.0,17.72,0.0,83.13,0.0
0.0,0.0,475.9667617539723,39162.545157116845,2004-06-28,37.02,0.0,17.57,0.0,82.28,0.0
0.0,0.0,475.9667617539723,39410.047873228905,2004-06-29,37.37,0.0,17.71,0.0,82.8,0.0
522.1257004932287,1097.161689121072,475.9667617539723,39814.619620719786,2004-06-30,37.74,0.0,17.96,0.0,83.65,0.0
522.1257004932287,1097.161689121072,0.0,38792.212694385795,2004-07-01,37.04,0.0,17.73,0.0,83.47,0.336
522.1257004932287,1097.161689121072,0.0,38677.34504027729,2004-07-02,36.82,0.0,17.73,0.0,84.35,0.0
522.1257004932287,1097.161689121072,0.0,38056.40501595463,2004-07-06,36.03,0.0,17.54,0.0,84.21,0.0
522.1257004932287,1097.161689121072,0.0,38345.30100348701,2004-07-07,36.1,0.0,17.77,0.0,84.24,0.0
522.1257004932287,1097.161689121072,0.0,37862.16030100945,2004-07-08,35.7,0.0,17.52,0.0,84.29,0.0
522.1257004932287,1097.161689121072,0.0,37987.011138055,2004-07-09,35.75,0.0,17.61,0.0,84.38,0.0
522.1257004932287,1097.161689121072,0.0,37864.80581541618,2004-07-12,35.6,0.0,17.57,0.0,84.5,0.0
522.1257004932287,1097.161689121072,0.0,37926.4724655212,2004-07-13,35.55,0.0,17.65,0.0,84.25,0.0
522.1257004932287,1097.161689121072,0.0,37551.98972619305,2004-07-14,35.19,0.0,17.48,0.0,84.28,0.0
522.1257004932287,1097.161689121072,0.0,37390.59009011297,2004-07-15,35.07,0.0,17.39,0.0,84.37,0.0
522.1257004932287,1097.161689121072,0.0,37390.200530848684,2004-07-16,34.67,0.0,17.58,0.0,85.49,0.0
522.1257004932287,1097.161689121072,0.0,37320.736881140525,2004-07-19,34.6,0.0,17.55,0.0,85.55,0.0
522.1257004932287,1097.161689121072,0.0,37841.874147679584,2004-07-20,35.43,0.0,17.63,0.0,84.78,0.0
522.1257004932287,1097.161689121072,0.0,37073.68072145614,2004-07-21,34.4,0.0,17.42,0.0,84.55,0.0
522.1257004932287,1097.161689121072,0.0,37319.07980068796,2004-07-22,34.87,0.0,17.42,0.0,84.67,0.0
522.1257004932287,1097.161689121072,0.0,36645.32833162611,2004-07-23,34.21,0.0,17.12,0.0,84.95,0.0
522.1257004932287,1097.161689121072,0.0,36391.463606292746,2004-07-26,34.06,0.0,16.96,0.0,84.55,0.0
522.1257004932287,1097.161689121072,0.0,36998.926042934516,2004-07-27,34.53,0.0,17.29,0.0,83.41,0.0
522.1257004932287,1097.161689121072,0.0,36909.63557096933,2004-07-28,34.38,0.0,17.28,0.0,83.42,0.0
522.1257004932287,1097.161689121072,0.0,37239.173636969936,2004-07-29,34.78,0.0,17.39,0.0,83.61,0.0
522.1257004932287,1097.161689121072,439.87273352517434,37208.8345288945,2004-07-30,34.89,0.0,17.31,0.0,84.59,0.0
0.0,0.0,441.5932266158856,37257.22052958227,2004-08-02,34.96,0.0,17.22,0.0,84.37,0.33
0.0,0.0,441.5932266158856,37407.36222663167,2004-08-03,34.23,0.0,17.24,0.0,84.71,0.0
0.0,0.0,441.5932266158856,37425.02595569631,2004-08-04,34.24,0.0,17.26,0.0,84.75,0.0
0.0,0.0,441.5932266158856,37531.008330084114,2004-08-05,33.6,0.0,17.14,0.0,84.99,0.0
0.0,0.0,441.5932266158856,38162.48664414483,2004-08-06,32.72,0.0,17.02,0.0,86.42,0.0
0.0,0.0,441.5932266158856,38030.00867616007,2004-08-09,32.8,0.0,17.16,0.0,86.12,0.0
0.0,0.0,441.5932266158856,37893.11477590915,2004-08-10,33.21,0.0,17.36,0.0,85.81,0.0
0.0,0.0,441.5932266158856,38056.504269757024,2004-08-11,32.92,0.0,17.19,0.0,86.18,0.0
0.0,0.0,441.5932266158856,38135.991050547884,2004-08-12,32.47,0.0,17.0,0.0,86.36,0.0
0.0,0.0,441.5932266158856,38259.63715400033,2004-08-13,32.52,0.0,17.03,0.0,86.64,0.0
0.0,0.0,441.5932266158856,38127.15918601557,2004-08-16,32.89,0.0,17.26,0.0,86.34,0.0
0.0,0.0,441.5932266158856,38343.53986705735,2004-08-17,33.26,0.0,17.38,0.0,86.83,0.0
0.0,0.0,441.5932266158856,38158.070711878674,2004-08-18,33.85,0.0,17.58,0.0,86.41,0.0
0.0,0.0,441.5932266158856,38250.805289468015,2004-08-19,33.67,0.0,17.6,0.0,86.62,0.0
0.0,0.0,441.5932266158856,38215.47783133874,2004-08-20,34.01,0.0,17.69,0.0,86.54,0.0
0.0,0.0,441.5932266158856,37994.681218030804,2004-08-23,34.09,0.0,17.78,0.0,86.04,0.0
0.0,0.0,441.5932266158856,38016.760879361595,2004-08-24,34.08,0.0,17.73,0.0,86.09,0.0
0.0,0.0,441.5932266158856,38149.23884734636,2004-08-25,34.55,0.0,17.94,0.0,86.39,0.0
0.0,0.0,441.5932266158856,38365.61952838814,2004-08-26,34.4,0.0,17.97,0.0,86.88,0.0
0.0,0.0,441.5932266158856,38339.12393479118,2004-08-27,34.56,0.0,17.94,0.0,86.82,0.0
0.0,0.0,441.5932266158856,38520.17715770371,2004-08-30,33.98,0.0,17.84,0.0,87.23,0.0
0.0,0.0,441.5932266158856,38758.63750007628,2004-08-31,34.02,0.0,17.92,0.0,87.77,0.0
0.0,0.0,443.3593976742282,38798.380890471715,2004-09-01,34.27,0.0,18.06,0.0,87.51,0.35
0.0,0.0,443.3593976742282,38417.09180847188,2004-09-02,34.78,0.0,18.29,0.0,86.65,0.0
0.0,0.0,443.3593976742282,38421.52540244861,2004-09-03,34.14,0.0,18.09,0.0,86.66,0.0
0.0,0.0,443.3593976742282,38381.62305665793,2004-09-07,34.43,0.0,18.23,0.0,86.57,0.0
0.0,0.0,443.3593976742282,38705.27541696012,2004-09-08,34.3,0.0,18.22,0.0,87.3,0.0
0.0,0.0,443.3593976742282,38558.966815727625,2004-09-09,34.59,0.0,18.28,0.0,86.97,0.0
0.0,0.0,443.3593976742282,38616.603537425275,2004-09-10,35.12,0.0,18.45,0.0,87.1,0.0
0.0,0.0,443.3593976742282,38785.080108541486,2004-09-13,35.58,0.0,18.62,0.0,87.48,0.0
0.0,0.0,443.3593976742282,38824.98245433216,2004-09-14,35.63,0.0,18.61,0.0,87.57,0.0
0.0,0.0,443.3593976742282,38736.31057479732,2004-09-15,35.25,0.0,18.53,0.0,87.37,0.0
0.0,0.0,443.3593976742282,39175.2363784948,2004-09-16,35.32,0.0,18.76,0.0,88.36,0.0
0.0,0.0,443.3593976742282,38980.15824351815,2004-09-17,35.43,0.0,18.89,0.0,87.92,0.0
0.0,0.0,443.3593976742282,39237.306694169194,2004-09-20,35.43,0.0,18.91,0.0,88.5,0.0
0.0,0.0,443.3593976742282,39352.580137564495,2004-09-21,35.57,0.0,19.11,0.0,88.76,0.0
0.0,0.0,443.3593976742282,39760.47078342479,2004-09-22,34.95,0.0,18.82,0.0,89.68,0.0
0.0,0.0,443.3593976742282,39600.86140026206,2004-09-23,34.92,0.0,18.9,0.0,89.32,0.0
0.0,0.0,443.3593976742282,39649.63093400623,2004-09-24,34.8,0.0,18.85,0.0,89.43,0.0
0.0,0.0,443.3593976742282,39822.54109909917,2004-09-27,34.5,0.0,18.73,0.0,89.82,0.0
0.0,0.0,443.3593976742282,39662.93171593645,2004-09-28,34.57,0.0,18.97,0.0,89.46,0.0
0.0,0.0,443.3593976742282,39277.209039959875,2004-09-29,35.08,0.0,19.07,0.0,88.59,0.0
558.86751622026,1024.4446802284785,443.3593976742282,39126.46684475064,2004-09-30,35.14,0.0,19.17,0.0,88.25,0.0
558.86751622026,1024.4446802284785,0.0,40182.52194041357,2004-10-01,36.1,0.0,19.53,0.0,87.45,0.361
558.86751622026,1024.4446802284785,0.0,40648.19531009751,2004-10-04,36.31,0.0,19.87,0.0,87.58,0.0
558.86751622026,1024.4446802284785,0.0,40522.471983874246,2004-10-05,36.36,0.0,19.72,0.0,87.58,0.0
558.86751622026,1024.4446802284785,0.0,40920.16584003068,2004-10-06,36.65,0.0,19.95,0.0,87.18,0.0
558.86751622026,1024.4446802284785,0.0,40516.874562741534,2004-10-07,36.24,0.0,19.78,0.0,86.8,0.0
558.86751622026,1024.4446802284785,0.0,39994.35530000189,2004-10-08,35.58,0.0,19.63,0.0,87.95,0.0
558.86751622026,1024.4446802284785,0.0,40202.05169258446,2004-10-11,35.75,0.0,19.74,0.0,88.04,0.0
558.86751622026,1024.4446802284785,0.0,39840.697343938125,2004-10-12,35.69,0.0,19.42,0.0,88.24,0.0
558.86751622026,1024.4446802284785,0.0,39529.6323257811,2004-10-13,35.61,0.0,19.16,0.0,88.56,0.0
558.86751622026,1024.4446802284785,0.0,39173.85790632646,2004-10-14,35.45,0.0,18.9,0.0,88.98,0.0
558.86751622026,1024.4446802284785,0.0,39530.565229303225,2004-10-15,35.63,0.0,19.15,0.0,88.67,0.0
558.86751622026,1024.4446802284785,0.0,40030.72104542355,2004-10-18,36.14,0.0,19.36,0.0,88.71,0.0
558.86751622026,1024.4446802284785,0.0,39782.971023183425,2004-10-19,35.88,0.0,19.26,0.0,88.94,0.0
558.86751622026,1024.4446802284785,0.0,39755.04513931346,2004-10-20,36.05,0.0,19.14,0.0,89.55,0.0
558.86751622026,1024.4446802284785,0.0,40349.26678369857,2004-10-21,36.6,0.0,19.42,0.0,89.61,0.0
558.86751622026,1024.4446802284785,0.0,39758.75051549037,2004-10-22,35.8,0.0,19.28,0.0,89.82,0.0
558.86751622026,1024.4446802284785,0.0,39714.96527174435,2004-10-25,35.63,0.0,19.33,0.0,89.89,0.0
558.86751622026,1024.4446802284785,0.0,39892.86122744219,2004-10-26,35.82,0.0,19.4,0.0,89.62,0.0
558.86751622026,1024.4446802284785,0.0,40739.49741167803,2004-10-27,36.73,0.0,19.73,0.0,88.74,0.0
558.86751622026,1024.4446802284785,0.0,40775.83691918813,2004-10-28,36.96,0.0,19.64,0.0,89.03,0.0
558.86751622026,1024.4446802284785,0.0,40814.01599583091,2004-10-29,36.9,0.0,19.71,0.0,89.44,0.0
558.86751622026,1024.4446802284785,0.0,41045.92415013601,2004-11-01,37.04,0.0,19.86,0.0,88.52,0.366
558.86751622026,1024.4446802284785,0.0,41153.96603929158,2004-11-02,37.16,0.0,19.9,0.0,88.65,0.0
558.86751622026,1024.4446802284785,0.0,41590.7718756129,2004-11-03,37.41,0.0,20.19,0.0,88.69,0.0
558.86751622026,1024.4446802284785,0.0,42025.71190488999,2004-11-04,37.62,0.0,20.5,0.0,88.78,0.0
558.86751622026,1024.4446802284785,0.0,42297.68243482316,2004-11-05,37.96,0.0,20.58,0.0,87.81,0.0
558.86751622026,1024.4446802284785,0.0,42084.414859019416,2004-11-08,38.0,0.0,20.35,0.0,87.5,0.0
558.86751622026,1024.4446802284785,0.0,42172.883266151504,2004-11-09,37.92,0.0,20.48,0.0,87.45,0.0
558.86751622026,1024.4446802284785,0.0,42120.71938264743,2004-11-10,37.79,0.0,20.5,0.0,87.12,0.0
558.86751622026,1024.4446802284785,0.0,42635.77541721011,2004-11-11,38.29,0.0,20.73,0.0,86.93,0.0
558.86751622026,1024.4446802284785,0.0,43201.112036291575,2004-11-12,38.66,0.0,21.08,0.0,87.87,0.0
558.86751622026,1024.4446802284785,0.0,43316.60840765359,2004-11-15,38.83,0.0,21.1,0.0,87.95,0.0
558.86751622026,1024.4446802284785,0.0,42936.6134805059,2004-11-16,38.59,0.0,20.86,0.0,87.95,0.0
558.86751622026,1024.4446802284785,0.0,43708.71358864781,2004-11-17,39.11,0.0,21.33,0.0,88.7,0.0
558.86751622026,1024.4446802284785,0.0,43850.2875287766,2004-11-18,39.29,0.0,21.37,0.0,88.97,0.0
558.86751622026,1024.4446802284785,0.0,43202.0449398137,2004-11-19,38.68,0.0,21.07,0.0,88.26,0.0
558.86751622026,1024.4446802284785,0.0,43490.781495233474,2004-11-22,39.05,0.0,21.15,0.0,88.72,0.0
558.86751622026,1024.4446802284785,0.0,43498.2272314694,2004-11-23,38.99,0.0,21.19,0.0,88.83,0.0
558.86751622026,1024.4446802284785,0.0,43913.62001663455,2004-11-24,39.33,0.0,21.41,0.0,88.83,0.0
558.86751622026,1024.4446802284785,0.0,44215.35599957037,2004-11-26,39.21,0.0,21.77,0.0,88.25,0.0
558.86751622026,1024.4446802284785,0.0,44066.34506917618,2004-11-29,39.2,0.0,21.63,0.0,87.31,0.0
558.86751622026,1024.4446802284785,0.0,44062.6134550877,2004-11-30,39.12,0.0,21.67,0.0,86.94,0.0
558.86751622026,1024.4446802284785,0.0,44683.86306370275,2004-12-01,39.92,0.0,21.84,0.0,86.45,0.355
558.86751622026,1024.4446802284785,0.0,44736.959850728934,2004-12-02,40.07,0.0,21.81,0.0,86.1,0.0
558.86751622026,1024.4446802284785,0.0,44872.936369725,2004-12-03,40.13,0.0,21.91,0.0,87.44,0.0
558.86751622026,1024.4446802284785,0.0,44910.2000347867,2004-12-06,40.27,0.0,21.87,0.0,87.74,0.0
558.86751622026,1024.4446802284785,0.0,44186.51470411931,2004-12-07,39.58,0.0,21.54,0.0,87.85,0.0
558.86751622026,1024.4446802284785,0.0,44202.365318024844,2004-12-08,39.81,0.0,21.43,0.0,89.22,0.0
558.86751622026,1024.4446802284785,0.0,43977.93788383774,2004-12-09,40.05,0.0,21.08,0.0,88.63,0.0
558.86751622026,1024.4446802284785,0.0,43890.38488828674,2004-12-10,39.93,0.0,21.06,0.0,88.85,0.0
558.86751622026,1024.4446802284785,0.0,44413.81081663694,2004-12-13,40.28,0.0,21.38,0.0,89.04,0.0
558.86751622026,1024.4446802284785,0.0,44720.228809124405,2004-12-14,40.48,0.0,21.57,0.0,89.39,0.0
558.86751622026,1024.4446802284785,0.0,44943.73208575991,2004-12-15,40.33,0.0,21.87,0.0,90.2,0.0
558.86751622026,1024.4446802284785,0.0,44618.673514771086,2004-12-16,39.95,0.0,21.76,0.0,88.87,0.0
564.2338903942523,1024.4446802284785,0.0,44511.005661621406,2004-12-17,39.47,0.379,21.71,0.0,88.75,0.0
564.2338903942523,1024.4446802284785,0.0,44645.50702167893,2004-12-20,39.2,0.0,21.99,0.0,88.91,0.0
564.2338903942523,1024.4446802284785,0.0,45141.71711871844,2004-12-21,39.68,0.0,22.21,0.0,89.18,0.0
